SpecialDay,Month,TrafficType,VisitorType,Weekend,Revenue,Administrative_Duration_log,Informational_Duration_log,ProductRelated_log,ProductRelated_Duration_log,BounceRates_log,ExitRates_log,PageValues_log
0.0,Mar,6,Returning_Visitor,0,0,-1.0,-1.0,2.772588722239781,6.432940092739179,-10.0,-4.382026634673881,-1.0
0.0,Mar,2,Returning_Visitor,1,0,4.343805421853684,-1.0,1.791759469228055,4.718498871295094,-10.0,-3.555348046489414,-1.0
0.0,Mar,3,Returning_Visitor,0,0,3.367295829986474,2.6026896854443837,3.1780538303479458,6.392963466946267,-10.0,-4.8300513711138855,-1.0
0.0,Mar,2,New_Visitor,1,0,4.356708826689592,-1.0,1.0986122886681098,3.367295829986474,-3.4011973916621554,-2.70805019610221,-1.0
0.0,Mar,1,Returning_Visitor,1,0,3.9512437185814275,-1.0,4.0943445622221,8.146637066703965,-5.010635244096257,-4.459691225643163,-1.0
0.0,Mar,3,Returning_Visitor,0,0,-1.0,-1.0,1.6094379124341003,4.56954300834494,-10.0,-3.2188758248682006,-1.0
0.0,Mar,1,Returning_Visitor,0,0,5.871648195571484,4.04305126783455,2.9444389791664403,7.704060551494378,-4.7874917827820465,-4.053522574101845,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,3.912023005428146,-10.0,-2.995732273553991,-1.0
0.0,Mar,3,Returning_Visitor,1,0,-1.0,-1.0,2.772588722239781,6.18552251759573,-10.0,-3.283414346005772,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,2.1972245773362196,5.961005339623274,-2.70805019610221,-2.420368127400429,-1.0
0.0,Mar,2,Returning_Visitor,0,0,5.1328529268205045,-1.0,3.044522437723423,6.184045792839552,-4.74493214836325,-3.2785950707236693,-1.0
0.0,Mar,10,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,4.007333185232471,-10.0,-2.70805019610221,-1.0
0.0,Mar,2,Returning_Visitor,1,0,-1.0,-1.0,1.9459101490553132,4.715518243455464,-10.0,-4.248495262049359,-1.0
0.0,Mar,3,Returning_Visitor,0,0,4.6443908991413725,-1.0,2.6390573296152584,5.596568390349052,-10.0,-3.836515473829092,-1.0
0.0,Mar,8,New_Visitor,0,1,1.3862943611198906,-1.0,2.302585092994046,5.648974238161206,-10.0,-4.0943445422221005,3.506408237021438
0.0,Mar,1,Returning_Visitor,0,1,4.394449154672439,-1.0,3.5263605246161616,7.105879418813034,-4.9593419797087055,-3.791736838553644,2.253123914309721
0.0,Mar,2,Returning_Visitor,0,1,-1.0,-1.0,3.044522437723423,6.353887522665067,-10.0,-3.969181413385742,1.8380138675670696
0.0,Mar,2,Returning_Visitor,0,0,-1.0,-1.0,3.828641396489095,8.307235376924663,-4.255612721318223,-3.5171394179982096,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,2.8903717578961645,7.303450595718901,-10.0,-3.58351893045611,-1.0
0.0,Mar,2,Returning_Visitor,0,0,6.640746914064524,-1.0,1.9459101490553132,6.452311801120294,-4.174387294895637,-4.174387294895637,-1.0
0.0,Mar,2,Returning_Visitor,0,0,5.370090682547443,-1.0,3.713572066704308,7.075053009499703,-10.0,-3.9907502994709967,1.4963584273701374
0.0,Mar,2,New_Visitor,0,0,4.962844630259907,3.871201010907891,2.772588722239781,5.810392209714459,-10.0,-5.703782574656206,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,1.3862943611198906,-10.0,-2.3025850929940455,-1.0
0.0,Mar,2,New_Visitor,0,0,2.740840023925201,-1.0,3.332204510175204,6.310039483062732,-10.0,-5.010635244096257,-1.0
0.0,Mar,9,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Mar,2,Returning_Visitor,0,0,3.7376696182833684,-1.0,3.367295829986474,5.384495062789089,-10.0,-5.736572437479202,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,4.532599493153256,6.392963466946267,-4.51085950551685,-3.457709576111544,-1.0
0.0,Mar,2,Returning_Visitor,0,1,6.553933404025811,-1.0,3.6375861597263857,7.693094507567832,-4.399726191773283,-4.15958508970848,2.207479804498063
0.0,Mar,3,New_Visitor,1,1,3.1135153092103742,-1.0,2.70805020110221,5.669363547785742,-10.0,-3.80666249977032,4.059825173862567
0.0,Mar,10,Returning_Visitor,0,0,2.6390573296152584,-1.0,2.5649493574615367,6.8128949979581765,-10.0,-4.248495262049359,-1.0
0.0,Mar,1,Returning_Visitor,0,0,5.236441962829949,-1.0,3.091042453358316,7.269930070991435,-10.0,-4.7004803757924165,-1.0
0.0,Mar,2,Returning_Visitor,1,0,5.864320872645582,5.486869473092628,3.8066624897703196,7.600124197274553,-4.7004803757924165,-4.1075921249748495,1.044616050230345
0.0,Mar,2,Returning_Visitor,1,1,4.300680995219929,4.060443010546419,2.4849066497880004,6.656083644053389,-10.0,-4.163337405137624,2.377878077029477
0.0,Mar,2,Returning_Visitor,1,0,-1.0,-1.0,1.3862943611198906,4.840242308167575,-4.0943445422221005,-2.389596466347312,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,4.605170185988092,-10.0,-3.6888794541139363,-1.0
0.0,Mar,2,Returning_Visitor,0,0,4.553876891600541,-1.0,3.295836866004329,6.394342979319379,-10.0,-4.212127585378484,-1.0
0.0,Mar,3,Returning_Visitor,0,0,-1.0,-1.0,1.9459101490553132,4.474084779042969,-3.1498829500479157,-2.415913781501049,-1.0
0.0,Mar,2,Returning_Visitor,0,1,4.976733742420574,5.293304824724492,3.6888794541139363,7.514345524914242,-10.0,-5.000482904450419,3.9013747094179574
0.0,Mar,2,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,2.70805020110221,-10.0,-2.3025850929940455,-1.0
0.0,Mar,2,Returning_Visitor,0,0,5.40042258948519,5.147494476813453,3.332204510175204,7.219068425425653,-10.0,-4.398027000536453,-1.0
0.0,Mar,3,Returning_Visitor,1,0,-1.0,-1.0,1.791759469228055,3.58351893845611,-2.70805019610221,-2.014903023042265,-1.0
0.0,Mar,2,New_Visitor,1,0,4.412798293340635,6.037870919922137,3.091042453358316,6.913544549768624,-10.0,-4.905274833438431,-1.0
0.0,Mar,2,Returning_Visitor,0,0,4.5217885770490405,4.61512051684126,4.330733340286331,8.553740462374684,-5.323009934138409,-3.695404777806142,1.879161397748062
0.0,Mar,2,Returning_Visitor,0,1,5.212214667494625,3.3900240811763895,3.9512437185814275,7.701475282317052,-4.722953209144475,-4.580309392418982,0.596897300075202
0.0,Mar,3,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,5.117993812416755,-10.0,-2.995732273553991,-1.0
0.0,Mar,1,Returning_Visitor,0,0,3.58351893845611,-1.0,3.8501476017100584,7.6509211554239664,-5.480638843341994,-4.564348159467837,2.683728706205814
0.0,Mar,2,Returning_Visitor,0,1,4.939367108902335,5.867411898343663,3.8066624897703196,7.602608579291721,-4.941642442609305,-4.886072625508549,1.718600957783571
0.0,Mar,2,Returning_Visitor,0,0,3.9219733362813143,3.9889840465642745,3.713572066704308,7.3069023220853175,-10.0,-5.02233137738886,-1.0
0.0,Mar,2,Returning_Visitor,0,0,4.821289122365337,-1.0,3.5553480614894135,7.59521548581785,-4.716874223749912,-3.4847304912072783,-1.0
0.0,Mar,2,Returning_Visitor,1,0,-1.0,-1.0,2.0794415416798357,5.002267044425739,-10.0,-3.6888794541139363,-1.0
0.0,Mar,9,Returning_Visitor,1,0,-1.0,-1.0,0.6931471805599453,4.897839799950911,-10.0,-2.3025850929940455,-1.0
0.0,Mar,10,Returning_Visitor,0,0,1.6094379124341003,-1.0,2.772588722239781,5.252647329864381,-10.0,-4.382026634673881,-1.0
0.0,Mar,2,Returning_Visitor,0,0,-1.0,-1.0,2.772588722239781,5.402677381872279,-3.6888794541139363,-3.4657359027997265,-1.0
0.0,Mar,2,Returning_Visitor,1,0,3.8607297110405954,-1.0,1.6094379124341003,4.757891273005756,-10.0,-5.164785923923516,-1.0
0.0,Mar,3,Returning_Visitor,1,0,-1.0,-1.0,1.0986122886681098,5.247024072160486,-10.0,-2.70805019610221,-1.0
0.0,Aug,2,Returning_Visitor,0,1,-1.0,-1.0,4.219507705176107,6.6961024987850095,-5.8141304068250745,-5.120983393765122,4.699683731290668
0.0,Mar,2,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,5.5689804339573685,-10.0,-3.871201026907891,-1.0
0.0,Mar,3,Returning_Visitor,1,0,-1.0,-1.0,1.3862943611198906,3.091042453358316,-2.995732273553991,-2.3025850929940455,-1.0
0.0,Mar,1,Returning_Visitor,0,0,4.0132385791104195,-1.0,2.3978952727983707,5.459553276177712,-10.0,-4.007333195232471,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,5.552959584921617,-3.6888794541139363,-2.5902671654458267,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,6.392963466946267,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Mar,3,Returning_Visitor,0,0,5.220355825078324,5.572154032177765,1.791759469228055,4.892852258189873,-10.0,-3.951243730581427,-1.0
0.0,Mar,2,Returning_Visitor,0,0,5.487973073839131,-1.0,2.4849066497880004,5.542439324247439,-6.214608098422191,-3.3058871927669213,-1.0
0.0,Mar,2,Returning_Visitor,0,0,4.980176086611547,-1.0,4.564348191467836,7.3295846767392066,-10.0,-4.928264329686384,-1.0
0.0,Mar,3,Returning_Visitor,0,0,5.075173815233827,-1.0,2.833213344056216,7.175234644371501,-4.553876871600541,-4.26619479914876,-1.0
0.0,Mar,2,Returning_Visitor,0,1,3.355735007701677,-1.0,2.4849066497880004,5.412389822956583,-10.0,-3.7578723398866023,3.800748741759102
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,3.1780538303479458,6.160539025227979,-4.7874917827820465,-4.653960300157524,-1.0
0.0,Mar,3,Returning_Visitor,0,0,5.53338948872752,-1.0,3.044522437723423,6.531460548173753,-5.560681591015529,-4.408002135813985,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,4.382026634673881,-2.995732273553991,-2.5902671654458267,-1.0
0.0,Mar,2,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-10.0,-1.6094379124341003,-1.0
0.0,Mar,15,Returning_Visitor,1,0,-1.0,-1.0,0.0,4.110873864173311,-10.0,-2.3025850929940455,-1.0
0.0,Mar,1,Returning_Visitor,0,0,5.395141551032291,4.255612709818223,4.31748811353631,8.171314519431485,-4.446946156382953,-3.598586896091239,1.7528384405115736
0.0,Mar,1,Returning_Visitor,0,0,6.098823065353631,4.908971640319756,3.9512437185814275,7.547645249512995,-5.238025223525963,-4.328082915766551,1.3338585767075073
0.0,Mar,1,Returning_Visitor,0,0,3.912023005428146,-1.0,3.367295829986474,6.394088320779176,-10.0,-4.0943445422221005,-1.0
0.0,Mar,10,Returning_Visitor,0,0,-1.0,-1.0,2.302585092994046,4.848116364598481,-10.0,-3.912023005428146,-1.0
0.0,Mar,2,New_Visitor,1,0,4.330733340286331,-1.0,1.9459101490553132,5.0369526024136295,-10.0,-5.192956770890214,-1.0
0.0,Mar,2,Returning_Visitor,1,1,6.484291665171297,6.404897824865323,5.075173815233827,8.584770287592791,-6.774224011357623,-6.320259211855017,2.8535311921212556
0.0,Mar,6,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-10.0,-2.3025850929940455,-1.0
0.0,Aug,1,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,4.343805421853684,-10.0,-2.70805019610221,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,1.9459101490553132,4.590056548178043,-2.639057335615259,-2.3025850929940455,-1.0
0.0,Mar,10,Returning_Visitor,0,0,-1.0,-1.0,2.4849066497880004,6.697034247666484,-10.0,-4.0943445422221005,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,6.392963466946267,-10.0,-2.70805019610221,-1.0
0.0,Mar,1,Returning_Visitor,0,0,4.465908118654584,-1.0,4.454347296253507,7.997329625886871,-6.10924768276437,-4.151502959591461,-1.0
0.0,Mar,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Mar,1,Returning_Visitor,0,0,2.833213344056216,-1.0,1.9459101490553132,6.996681488176539,-3.283414346005772,-2.184802057337662,-1.0
0.0,Mar,2,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,4.919980925828125,-10.0,-2.3025850929940455,-1.0
0.0,Mar,10,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,4.91815444130209,-5.298317366548036,-2.2537949288246137,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,0.0,6.392963466946267,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Mar,2,New_Visitor,0,0,4.564348191467836,-1.0,1.791759469228055,5.950642552587727,-10.0,-3.6888794541139363,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,2.1972245773362196,4.8283137373023015,-10.0,-3.80666249977032,-1.0
0.0,Mar,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,3.784189633918261,-10.0,-2.995732273553991,-1.0
0.0,Mar,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Mar,3,New_Visitor,1,0,3.5589131276539097,-1.0,3.4339872044851463,7.588555717753534,-10.0,-4.605170185988091,-1.0
0.0,Mar,2,Returning_Visitor,0,0,4.269697449699962,-1.0,3.7376696182833684,6.631672342373708,-5.416100502204425,-4.163337405137624,-1.0
0.0,Mar,2,Returning_Visitor,0,1,5.404927101606295,3.843030134012623,2.995732273553991,7.144529947844093,-6.514713015872583,-4.018650545644915,2.783330818771683
0.0,Mar,2,New_Visitor,1,0,5.302475376530725,-1.0,2.8903717578961645,5.943673883184221,-10.0,-4.7004803757924165,-1.0
0.0,Mar,1,Returning_Visitor,0,1,3.5115454388310208,4.51085950651685,3.4339872044851463,7.148205177417289,-10.0,-4.4649408745859835,0.4654772719791426
0.0,Mar,2,Returning_Visitor,0,1,-1.0,-1.0,3.4657359027997265,6.718585783002655,-10.0,-7.441320839717719,4.001431229084497
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,1.6094379124341003,3.58351893845611,-1.8971199848858813,-1.817077277212345,-1.0
0.0,Mar,1,Returning_Visitor,0,0,4.791649752930709,-1.0,2.9444389791664403,6.392963466946267,-10.0,-4.653960300157524,-1.0
0.0,Mar,1,Returning_Visitor,0,1,5.495801171218468,6.028278520230698,2.995732273553991,7.144591325164963,-10.0,-4.605170185988091,4.521571162111778
0.0,Mar,1,Returning_Visitor,0,0,3.970291913552122,4.574710978503383,4.189654742026425,8.495350818540738,-10.0,-6.137821146512787,-1.0
0.0,Mar,2,Returning_Visitor,1,1,-1.0,-1.0,3.295836866004329,6.542909287631926,-10.0,-4.867534410455583,2.484293149134954
0.0,Mar,2,Returning_Visitor,0,0,5.000584958242754,4.770684624465665,5.0106352940962555,8.468933186057784,-10.0,-5.178452233295331,3.506480243404994
0.0,Mar,2,Returning_Visitor,0,0,-1.0,-1.0,3.4339872044851463,7.20823017323267,-5.043425101919246,-4.127134401045091,-1.0
0.0,Mar,2,Returning_Visitor,0,1,-1.0,4.02535169073515,2.833213344056216,7.234056922158444,-5.135798427050262,-4.037186138382152,3.6853398638990327
0.0,Mar,1,Returning_Visitor,0,1,1.791759469228055,-1.0,2.70805020110221,6.214608098422191,-3.624340920476365,-2.61274002584334,2.995532253551324
0.0,Mar,8,Returning_Visitor,0,0,3.258096538021482,-1.0,3.091042453358316,5.655950184778676,-10.0,-4.382026634673881,-1.0
0.0,Mar,3,Returning_Visitor,0,0,1.791759469228055,-1.0,1.791759469228055,3.817712325956905,-2.8622008834294683,-2.169053702869523,-1.0
0.0,Mar,2,Returning_Visitor,0,0,4.863680881139593,-1.0,2.5649493574615367,7.318097363948665,-4.0943445422221005,-3.571096418457553,-1.0
0.0,Mar,2,New_Visitor,1,0,5.407171771460119,3.1780538303479458,3.295836866004329,7.286579767482354,-10.0,-5.010635244096257,-1.0
0.0,Mar,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,5.365976015021851,-10.0,-2.995732273553991,-1.0
0.0,Mar,2,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,4.916324614625014,-10.0,-3.4011973916621554,-1.0
0.0,Mar,10,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,5.537334267018537,-3.6888794541139363,-2.436116485618568,-1.0
0.0,Mar,2,Returning_Visitor,1,1,1.6094379124341003,-1.0,2.5649493574615367,6.392963466946267,-4.31748813853631,-3.8735567113928027,3.262707205998779
0.0,Mar,2,New_Visitor,1,0,4.51085950651685,6.762729506931879,3.295836866004329,7.126756930861238,-10.0,-4.976733702420575,-1.0
0.0,Mar,2,New_Visitor,0,1,4.356708826689592,-1.0,3.044522437723423,6.3205784280256925,-10.0,-6.040254871277427,3.2088447288296127
0.0,Mar,3,Returning_Visitor,1,0,-1.0,-1.0,2.9444389791664403,6.062932131665039,-10.0,-5.247024052160486,-1.0
0.0,Mar,3,Returning_Visitor,0,0,-1.0,-1.0,2.302585092994046,4.709530201312334,-10.0,-3.912023005428146,-1.0
0.0,Mar,3,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Mar,1,Returning_Visitor,1,0,3.8394523125933104,-1.0,2.772588722239781,5.9981682177143245,-10.0,-4.382026634673881,-1.0
0.0,May,4,Returning_Visitor,0,1,-1.0,-1.0,2.70805020110221,5.679129212991572,-10.0,-5.272999583563747,4.0069694827371
0.8,May,2,Returning_Visitor,0,0,-1.0,-1.0,3.1780538303479458,6.483209283112144,-10.0,-6.536691847591336,-1.0
0.0,May,6,Returning_Visitor,0,1,5.537334267018537,3.6635616461296463,4.553876891600541,8.51538345963909,-5.491001792877541,-4.179398263981685,1.7295476779096335
0.0,May,13,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,5.062595033026967,-2.995732273553991,-2.3025850929940455,-1.0
0.6,May,6,Returning_Visitor,0,0,-1.0,-1.0,4.343805421853684,8.111390526242097,-6.194405551104685,-3.700145599471441,-1.0
0.0,May,13,Returning_Visitor,0,0,-1.0,-1.0,4.867534450455582,8.334456405626653,-5.090678026769792,-4.396584325528238,-1.0
0.0,May,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,May,2,New_Visitor,0,1,4.45046379626602,-1.0,3.2188758248682006,7.0854829667658645,-10.0,-4.867534410455583,2.4440178796008
0.0,May,4,Returning_Visitor,0,0,5.0401940963378005,-1.0,3.044522437723423,6.4588606128944175,-10.0,-3.052890692099822,-1.0
0.0,May,2,Returning_Visitor,0,0,-1.0,-1.0,2.5649493574615367,5.025523906590006,-3.4812400818356917,-3.6635616321296465,-1.0
0.8,May,13,Returning_Visitor,0,0,-1.0,-1.0,2.833213344056216,6.448097941790546,-4.442651246490317,-2.7379031697064367,-1.0
0.0,May,3,Returning_Visitor,1,0,-1.0,-1.0,2.1972245773362196,6.392963466946267,-1.8607523378578634,-1.7272209468404838,-1.0
0.4,May,2,Returning_Visitor,0,0,6.393590753950631,4.973279507552487,4.418840607796598,8.833554952326525,-4.464339510563776,-3.2363861904049527,-1.0
0.6,May,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,May,3,New_Visitor,0,0,1.0986122886681098,-1.0,3.332204510175204,5.602579969147039,-10.0,-5.9661465691237066,-1.0
0.0,May,6,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.6,May,15,Returning_Visitor,0,0,1.9459101490553132,-1.0,5.017279836814924,7.8494322977258495,-4.691571567244772,-3.858979992690936,-1.0
0.6,May,5,Returning_Visitor,0,1,-1.0,-1.0,2.4849066497880004,6.798498293045188,-4.7874917827820465,-3.6888794541139363,2.687132952846822
0.0,May,13,Returning_Visitor,0,0,5.424749757342574,-1.0,4.04305126783455,8.495974251378506,-5.703782574656206,-3.758390059602009,-1.0
0.0,May,4,Returning_Visitor,0,1,4.583766277312918,2.1972245773362196,4.060443010546419,7.73787748729317,-4.784563514231028,-3.683254265196953,1.9093202579671995
0.0,May,2,Returning_Visitor,0,0,6.245331271065032,-1.0,4.343805421853684,7.279100420529343,-10.0,-5.940171232720432,-1.0
0.0,May,6,Returning_Visitor,1,0,5.985194934094387,4.4942386252808095,2.0794415416798357,5.517452896464707,-2.70805019610221,-2.389596466347312,-1.0
0.0,May,3,Returning_Visitor,0,0,2.803360380906535,-1.0,1.6094379124341003,3.624340932976365,-10.0,-3.4011973916621554,-1.0
0.0,May,3,New_Visitor,0,0,3.4011973816621555,-1.0,2.302585092994046,4.795790545596741,-4.0943445422221005,-3.6888794541139363,-1.0
0.0,May,2,Returning_Visitor,0,0,4.0943445622221,3.4011973816621555,3.9318256327243257,7.246967984941811,-5.616770997666577,-4.7004803757924165,3.0079261106164754
0.0,May,13,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,6.392963466946267,-3.6888794541139363,-2.995732273553991,-1.0
0.0,May,3,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,5.429345628954441,-3.6888794541139363,-2.5902671654458267,-1.0
0.0,May,4,Returning_Visitor,0,0,3.1245651453969594,-1.0,2.772588722239781,6.133578793037816,-10.0,-4.469038040754421,2.8898716328544825
0.0,May,3,Returning_Visitor,1,0,-1.0,-1.0,0.6931471805599453,2.4849066497880004,-10.0,-2.3025850929940455,-1.0
0.6,May,4,Returning_Visitor,0,0,3.8394523125933104,-1.0,3.5263605246161616,6.636602508481567,-10.0,-4.304065057204171,-1.0
0.6,May,3,Returning_Visitor,0,0,-1.0,-1.0,1.6094379124341003,4.310799125385514,-10.0,-2.5257286443082556,-1.0
0.6,May,3,Returning_Visitor,0,1,3.295836866004329,-1.0,3.044522437723423,6.8001700683022,-4.174387294895637,-3.1627863654898847,2.3930865265615946
0.0,May,18,Returning_Visitor,1,0,3.1354942159291497,-1.0,1.6094379124341003,4.51085950651685,-10.0,-4.382026634673881,-1.0
0.8,May,3,Returning_Visitor,0,0,-1.0,-1.0,2.9444389791664403,6.368473023196792,-4.553876871600541,-3.483435492470556,-1.0
0.0,May,2,New_Visitor,0,0,4.127134385045092,-1.0,2.5649493574615367,5.973627843187486,-4.382026634673881,-3.6888794541139363,-1.0
0.0,May,3,New_Visitor,1,0,4.624972813284271,-1.0,2.5649493574615367,5.178970608915471,-10.0,-3.624340920476365,-1.0
0.6,May,2,Returning_Visitor,0,0,-1.0,-1.0,2.5649493574615367,6.392963466946267,-3.4812400818356917,-2.532159540767578,-1.0
0.0,May,13,Returning_Visitor,0,0,4.110873864173311,-1.0,4.3694478524670215,7.944480343649534,-5.099866423824198,-3.713572062704308,-1.0
0.8,May,1,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,1.3862943611198906,-10.0,-2.3025850929940455,-1.0
0.0,May,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,May,4,New_Visitor,1,1,-1.0,-1.0,3.1354942159291497,7.543538142152512,-10.0,-4.74493214836325,3.828781273227627
0.0,May,4,Returning_Visitor,1,0,5.47422953829659,5.706777983635999,3.4965075614664802,7.496303558781986,-5.2030071867437115,-3.2085390340468414,2.089724737919253
0.0,May,4,Returning_Visitor,1,0,4.5217885770490405,-1.0,4.762173934797756,9.484835882877107,-4.976733702420575,-3.1746114820332614,-1.0
0.0,May,6,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,4.941642422609304,-10.0,-3.4011973916621554,-1.0
0.0,May,2,Returning_Visitor,0,0,-1.0,-1.0,1.6094379124341003,5.531411248715415,-10.0,-3.912023005428146,-1.0
0.0,May,2,Returning_Visitor,0,0,-1.0,-1.0,2.4849066497880004,6.501289670540389,-10.0,-4.007333195232471,-1.0
0.2,May,4,Returning_Visitor,0,0,-1.0,-1.0,3.58351893845611,6.74680374788522,-4.527208627018379,-3.4285963691836034,-1.0
0.2,May,4,Returning_Visitor,0,0,-1.0,-1.0,2.8903717578961645,5.4116460518550396,-4.442651246490317,-3.792063672957863,-1.0
0.8,May,3,Returning_Visitor,0,0,-1.0,-1.0,2.5649493574615367,5.534706144480688,-3.4812400818356917,-2.6162426529017186,-1.0
1.0,May,4,Returning_Visitor,1,0,5.1701051352116485,-1.0,3.332204510175204,6.575381299660521,-5.135798427050262,-4.071087672471627,-1.0
0.6,May,13,Returning_Visitor,0,0,-1.0,-1.0,3.091042453358316,5.9144035008815115,-4.007333195232471,-2.908720888231028,-1.0
0.0,May,3,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,May,2,Returning_Visitor,0,0,3.8501476017100584,-1.0,3.367295829986474,8.556131813439404,-10.0,-3.9174138600089683,-1.0
0.0,May,3,Returning_Visitor,0,0,4.5217885770490405,-1.0,2.9444389791664403,7.046506358433572,-4.412798303340636,-3.677375637475589,3.4677679277753506
0.0,May,6,Returning_Visitor,0,0,1.3862943611198906,-1.0,2.5649493574615367,5.028256895664416,-3.4011973916621554,-2.4849066537880002,-1.0
0.0,May,2,New_Visitor,1,0,-1.0,-1.0,1.791759469228055,6.161207321695077,-10.0,-4.0943445422221005,-1.0
0.6,May,2,Returning_Visitor,0,0,-1.0,-1.0,2.70805020110221,6.810693566139006,-5.010635244096257,-3.4701902567205356,-1.0
0.4,May,6,Returning_Visitor,0,0,-1.0,-1.0,2.4849066497880004,6.225218277468244,-2.4849066537880002,-2.092221271670286,-1.0
0.0,May,1,Returning_Visitor,0,0,-1.0,-1.0,2.995732273553991,6.208590026096629,-4.199705077879927,-3.0918761267674437,-1.0
0.8,May,4,Returning_Visitor,0,0,6.515206396091161,-1.0,3.828641396489095,7.006619741198216,-10.0,-5.50125812554473,-1.0
0.6,May,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,May,2,Returning_Visitor,1,0,3.6109179126442243,2.8903717578961645,3.2188758248682006,6.392963466946267,-10.0,-4.941642442609305,-1.0
0.0,May,1,Returning_Visitor,0,1,4.859812404361672,-1.0,3.4339872044851463,6.764692896140299,-4.43728931243984,-3.37841736765466,2.896546205037882
0.0,May,2,Returning_Visitor,0,0,-1.0,-1.0,3.044522437723423,7.307984481629489,-3.737669610283368,-2.8903717498961647,-1.0
0.0,May,3,Returning_Visitor,0,0,-1.0,-1.0,1.9459101490553132,2.833213344056216,-2.456735769487971,-1.9459101480553134,-1.0
0.6,May,3,Returning_Visitor,0,0,-1.0,-1.0,1.9459101490553132,4.923623917106626,-10.0,-3.4011973916621554,-1.0
1.0,May,1,Returning_Visitor,1,0,-1.0,-1.0,2.995732273553991,6.856807789428781,-2.6295785792456203,-2.447519112028307,-1.0
0.8,May,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,1.9459101490553132,-10.0,-2.3025850929940455,-1.0
0.8,May,3,Returning_Visitor,0,0,-1.0,-1.0,2.8903717578961645,5.655991810819852,-4.499809680330265,-2.795061579910022,-1.0
